,Common Name,Order,Family,Genus,Binomial,Pri Head Col,Sec Head Col,Head Pattern,Num Head Cols,Pri Body Col,Sec Body Col,Body Pattern,Num Body Cols,Pri Leg Col,Sec Leg Col,Leg Pattern,Num Leg Cols,Pri Tail Col,Sec Tail Col,Tail Pattern,Num Tail Cols,Mean Precipitation,Mean Evapotranspiration,MidRange Latitude,PC1
2728,Thomas' Water Mouse,Rodentia,Cricetidae,Rheomys,Rheomys thomasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.05,1271.9,15.5,-0.62816154
2729,Underwood's Water Mouse,Rodentia,Cricetidae,Rheomys,Rheomys underwoodi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.09,1435.81,9.71,-2.495285252
2730,Southern Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys austrinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.18,983.95,-18.97,0.245394066
2731,Cariri Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys cariri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2732,Cauca Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys caucensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2733,Coues' Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys couesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2734,Eastern Amazon Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys emiliae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2735,Buff-Bellied Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys fulviventer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.01,1358.97,7.49,-0.530775237
2736,Gardner's Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys gardneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2737,Ipuca Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys ipukensis,F2,F3,1,3,F3,F2,4,3,F2,A1,2,2,C4,NA,0,1,NA,NA,NA,NA
2738,Sky Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys itoan,D2,F4,3,3,F3,G2,"4, 6",4,G2,A1,2,3,C4,NA,0,1,NA,NA,NA,NA
2739,Broad-Footed Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys latimanus,G2,F3,1,3,F3,G2,4,3,G2,A1,2,2,E4,NA,0,1,176.56,1302.54,2.07,-1.170392437
2740,White-Footed Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys leucodactylus,F2,F3,1,3,F2,F3,4,3,F3,A1,2,2,E5,NA,0,1,176.98,1340.22,-6.63,-1.232295958
2741,Macconnell's Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys macconnelli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.87,1641.03,4.51,-1.673972376
2742,Cerrado Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys macrurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2743,Long-Tailed Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,F2,F3,1,3,F3,F2,"4, 6",3,A1,G2,2,2,1,E3,2,2,NA,NA,NA,NA
2744,Peruvian Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys modicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2745,Splendid Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys nitela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.75,1491.06,-4.44,-1.28869534
2746,Yellow-Bellied Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys ochrogaster,F3,F2,1,2,F3,F2,4,2,F3,F2,2,2,C4,NA,0,1,124.71,1190.58,-22.24,-0.500008202
2747,Tribe's Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys tribei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2748,Venezuelan Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys venezuelae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.6,1320.63,9.2,-0.362208971
2749,Charming Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys venustus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.55,1330.45,8.97,-0.597912902
2750,Wetzel's Climbing Mouse,Rodentia,Cricetidae,Rhipidomys,Rhipidomys wetzeli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.27,1621.42,3.96,-1.686155004
2751,Delicate Salt Flat Mouse,Rodentia,Cricetidae,Salinomys,Salinomys delicatus,F3,F1,1,3,F3,F1,4,3,F3,A1,2,2,E2,NA,0,1,NA,NA,NA,NA
2752,Argentine Swamp Rat,Rodentia,Cricetidae,Scapteromys,Scapteromys aquaticus,D2,D3,1,3,D3,D2,4,3,D2,A1,2,2,D3,A1,1,2,93.53,1128.46,-23.67,-0.104869343
2753,Brazilian Swamp Rat,Rodentia,Cricetidae,Scapteromys,Scapteromys meridionalis,C4,C3,3,3,C4,C3,4,3,A1,C2,2,2,C4,NA,0,1,NA,NA,NA,NA
2754,Uruguay Swamp Rat,Rodentia,Cricetidae,Scapteromys,Scapteromys tumidus,F4,D1,1,2,F4,D1,4,3,D1,NA,0,1,E4,E1,1,2,103.67,984.5,-32.2,0.018735138
2755,South American Spiny Mouse,Rodentia,Cricetidae,Scolomys,Scolomys melanops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.99,1352.09,-0.67,-1.692828719
2756,Ucayali Spiny Mouse,Rodentia,Cricetidae,Scolomys,Scolomys ucayalensis,D2,G1,3,2,D2,D1,"1, 4",3,D1,D2,2,2,1,NA,0,1,211.75,1516.74,-5.26,-1.837632741
2757,Short-Tailed Singing Mouse,Rodentia,Cricetidae,Scotinomys,Scotinomys teguina,F3,NA,0,1,F3,C2,4,2,E3,NA,0,1,E3,NA,0,1,158.13,1285.98,12.73,-0.96778945
2758,Long-Tailed Singing Mouse,Rodentia,Cricetidae,Scotinomys,Scotinomys xerampelinus,G3,NA,0,1,G3,F3,6,2,E3,NA,0,1,E4,C4,2,2,253.24,1484.03,9.41,-2.186251346
2759,Allen's Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon alleni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.52,867.66,19.68,0.3245825
2760,Alston's Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon alstoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.76,1364.92,4.87,-0.931651048
2761,Arizona Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon arizonae,F1,D3,3,3,F1,D3,"1, 4",3,A1,D3,2,2,C4,F1,1,2,32.38,560.26,28.35,1.355575167
2762,Tawny-Bellied Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon fulviventer,F1,E4,3,4,F1,E4,"1, 4",3,G1,NA,0,1,E4,NA,0,1,35.24,514.2,27.7,1.398816707
2763,Southern Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon hirsutus,F2,F4,1,3,F2,F4,"1, 4",3,F2,A1,2,2,F4,NA,0,1,NA,NA,NA,NA
2764,Hispid Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,F2,A1,3,4,F2,D4,"1, 4",3,A1,F2,2,2,E3,NA,0,1,NA,NA,NA,NA
2765,Unexpected Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon inopinatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.79,1188.22,-2.18,-1.343115356
2766,White-Eared Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon leucotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.27,792.58,21.9,0.721070812
2767,West Mexican Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon mascotensis,D3,F3,1,3,D3,F3,4,3,C3,E2,1,2,C4,C3,2,2,99.85,908.25,18.3,0.172556337
2768,Yellow-Nosed Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon ochrognathus,F1,D3,3,4,F1,D3,"1, 4",3,A1,F1,2,2,C2,NA,0,1,28.35,457.5,29.18,1.552127108
2769,Peruvian Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon peruanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.16,678.88,-4.3,0.9351926
2770,Miahuatlán Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon planifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2771,Toltec Cotton Rat,Rodentia,Cricetidae,Sigmodon,Sigmodon toltecus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2772,Alfaro's Rice Water Rat,Rodentia,Cricetidae,Sigmodontomys,Sigmodontomys alfari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.32,1422.19,6.28,-1.582551324
2773,Harris' Rice Water Rat,Rodentia,Cricetidae,Sigmodontomys,Sigmodontomys aphrastus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.2,1528,8.88,-2.166873596
2774,Paraguayan Rice Rat,Rodentia,Cricetidae,Sooretamys,Sooretamys angouya,F2,D2,1,3,F4,G2,4,3,A1,G2,2,2,1,NA,0,1,120.19,1170.26,-23.1,-0.425350643
2775,Northern Bog Lemming,Rodentia,Cricetidae,Synaptomys,Synaptomys borealis,F4,C1,1,2,F4,A1,4,2,C3,A1,1,2,F4,A1,1,2,46.85,349.47,55.83,1.5401867
2776,Southern Bog Lemming,Rodentia,Cricetidae,Synaptomys,Synaptomys cooperi,F3,D1,1,2,F3,D1,4,2,F3,D1,2,2,F3,NA,0,1,71.01,628.74,42.99,0.879050714
2777,Primordial Tapecua,Rodentia,Cricetidae,Tapecomys,Tapecomys primus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2778,Common Cerrado Mouse,Rodentia,Cricetidae,Thalpomys,Thalpomys cerradensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.71,1118.75,-14.54,-0.408923768
2779,Hairy-Eared Cerrado Mouse,Rodentia,Cricetidae,Thalpomys,Thalpomys lasiotis,F3,F2,1,3,F3,F2,4,3,A1,NA,0,1,A1,NA,0,1,124.33,1078.4,-16.51,-0.324077981
2780,Blackish Grass Mouse,Rodentia,Cricetidae,Thaptomys,Thaptomys nigrita,F4,C4,1,2,F4,C4,4,2,E4,F4,1,2,E4,1,2,2,128.72,1177.34,-20.53,-0.518224222
2781,Anderson's Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys andersoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2782,Apeco Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys apeco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2783,Golden Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys aureus,F3,G1,1,2,F3,G1,4,2,E4,G1,2,2,E4,NA,0,1,122.64,1154.24,-4.29,-0.424300752
2784,Beady-Eyed Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys baeops,E3,E2,1,3,E3,D1,4,3,D1,NA,0,1,E4,NA,0,1,120.89,1196.14,-1.62,-0.471824353
2785,Silky Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys bombycinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,1517.66,6.83,-1.649184725
2786,White-Tipped Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys caudivarius,F4,D1,1,2,E3,E2,4,3,D1,E2,2,2,E2,E4,2,3,NA,NA,NA,NA
2787,Ashy-Bellied Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys cinereiventer,F2,D1,3,3,E2,D1,4,2,D1,NA,0,1,E1,NA,0,1,NA,NA,NA,NA
2788,Ash-Colored Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys cinereus,D2,C1,3,3,D2,C1,"4, 6",3,E3,C1,2,2,C4,1,2,2,NA,NA,NA,NA
2789,Cinnamon-Colored Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys cinnameus,F2,D3,3,3,G2,F2,"4, 6",3,D3,F2,2,2,E3,NA,0,1,NA,NA,NA,NA
2790,Daphne's Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys daphne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.42,1206.23,-14.87,-1.059594117
2791,Peruvian Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys eleusis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2792,Wandering Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys erro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2793,Slender Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2794,Hudson's Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys hudsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2795,Woodland Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys hylophilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.54,1408.29,7.49,-0.717357306
2796,Inca Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys incanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3,939.64,-11.81,0.177703359
2797,Strong-Tailed Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys ischyrus,F4,G2,3,3,F4,G1,4,2,E4,E3,1,2,1,NA,0,1,112.39,1098.65,-7.98,-0.240394618
2798,Kalinowski's Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys kalinowskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.83,1150.59,-9.39,-0.449361506
2799,Ladew's Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys ladewi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.5,1121.43,-15.62,-0.016879155
2800,Butcher Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys laniger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.3,1405.32,7.48,-0.672036208
2801,Large-Eared Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys macrotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2802,Unicolored Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys monochromos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2803,Snow-Footed Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys niveipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.89,1382.7,4.82,-0.335347297
2804,Distinguished Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys notatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.05,960.7,-12.92,-0.246377199
2805,Ashaninka Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys onkiro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2806,Montane Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys oreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.67,1319.03,-14.43,-0.619981387
2807,Paramo Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys paramorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.76,1267.24,-1.35,-1.089264493
2808,Popayán Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys popayanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2809,Cajamarca Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys praetor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2810,Thomas' Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys pyrrhonotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.43,742.9,-4.54,0.940025463
2811,Rhoads' Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys rhoadsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.3,1283.93,-1.29,-1.235445322
2812,Rosalinda's Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys rosalinda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.89,1124.77,-7.69,-0.400672769
2813,Forest Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys silvestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.52,1230.99,-1.17,-0.839023249
2814,Taczanowski's Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys taczanowskii,F3,F4,3,4,F3,A1,"4, 6",2,A1,F2,2,2,1,A1,6,2,45.46,523.48,-6.55,1.286318217
2815,Ucucha Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys ucucha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2816,Dressy Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys vestitus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.57,1275.87,6.15,-0.918040285
2817,Pichincha Oldfield Mouse,Rodentia,Cricetidae,Thomasomys,Thomasomys vulcani,F4,F5,3,3,F4,D3,"4, 6",3,A1,E4,2,2,E2,1,2,2,NA,NA,NA,NA
2818,Bolivar Rice Rat,Rodentia,Cricetidae,Transandinomys,Transandinomys bolivaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.88,1423.73,7.24,-1.792177122
2819,Talamancan Rice Rat,Rodentia,Cricetidae,Transandinomys,Transandinomys talamancae,F3,F2,3,3,F3,F2,6,2,F2,NA,0,1,E3,1,1,2,173.3,1417.02,4.71,-1.314862736
2820,Greater Long-Tailed Hamster,Rodentia,Cricetidae,Tscherskia,Tscherskia triton,D2,A1,3,3,F2,A1,4,2,A1,D2,2,2,D2,NA,0,1,58.44,680.4,39.04,0.920553396
2821,Chiapan Climbing Rat,Rodentia,Cricetidae,Tylomys,Tylomys bullaris,C2,A1,1,2,C2,A1,4,2,A1,C2,1,2,C4,A1,2,2,67.5,1201.5,16.75,0.033193414
2822,Fulvous-Bellied Climbing Rat,Rodentia,Cricetidae,Tylomys,Tylomys fulviventer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1556,7.86,-2.034913384
2823,Mira Climbing Rat,Rodentia,Cricetidae,Tylomys,Tylomys mirae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.95,1501.37,1.97,-1.152639922
2824,Peters' Climbing Rat,Rodentia,Cricetidae,Tylomys,Tylomys nudicaudus,E1,A1,3,3,E1,D3,4,3,A1,E1,2,2,A1,E3,2,2,139.27,1230.33,15.82,-0.701021443
2825,Panamá Climbing Rat,Rodentia,Cricetidae,Tylomys,Tylomys panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.22,1546.27,7.66,-1.993246096
2826,Tumbalá Climbing Rat,Rodentia,Cricetidae,Tylomys,Tylomys tumbalensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,1411,17.29,-0.668261932
2827,Watson's Climbing Rat,Rodentia,Cricetidae,Tylomys,Tylomys watsoni,D1,D2,3,3,D2,F2,4,3,D1,A1,3,3,E4,A1,2,2,220.68,1364.15,9.04,-1.689143003
2828,Sichuan Vole,Rodentia,Cricetidae,Volemys,Volemys millicens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.56,782.93,28.07,-0.035954036
2829,Marie's Vole,Rodentia,Cricetidae,Volemys,Volemys musseri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.58,748.92,31.45,0.246800595
2830,Cerrado Red-Nosed Mouse,Rodentia,Cricetidae,Wiedomys,Wiedomys cerradensis,D2,G3,3,3,D2,A1,4,2,D2,A1,2,2,D2,E2,2,3,NA,NA,NA,NA
2831,Common Red-Nosed Mouse,Rodentia,Cricetidae,Wiedomys,Wiedomys pyrrhorhinos,F1,F2,3,4,F2,F1,4,3,A1,F1,2,2,1,F1,1,2,87.5,908.09,-7.82,0.291525184
2832,Greater Wilfred's Mouse,Rodentia,Cricetidae,Wilfredomys,Wilfredomys oenax,D2,A1,3,4,D2,A1,4,2,A1,D1,2,2,E3,C3,2,2,120.33,1059.88,-29.82,-0.257183588
2833,Magdalena Woodrat,Rodentia,Cricetidae,Xenomys,Xenomys nelsoni,F2,A1,3,3,F2,A1,4,2,A1,NA,0,1,1,D4,1,2,79.07,831.97,20.82,0.489463633
2834,Short-Tailed Cane Mouse,Rodentia,Cricetidae,Zygodontomys,Zygodontomys brevicauda,G2,F2,3,3,F2,A1,4,2,A1,NA,0,1,E2,A1,1,2,163.89,1462.12,5.87,-1.293663464
2835,Brown Cane Mouse,Rodentia,Cricetidae,Zygodontomys,Zygodontomys brunneus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.38,1502.65,4.31,-1.226031788
2836,North African Gundi,Rodentia,Ctenodactylidae,Ctenodactylus,Ctenodactylus gundi,G1,F2,1,2,G1,D1,4,2,D1,NA,0,1,D1,NA,0,1,15.84,259.05,33.37,1.977152222
2837,Val's Gundi,Rodentia,Ctenodactylidae,Ctenodactylus,Ctenodactylus vali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,206.34,32.63,2.092899903
2838,Felou Gundi,Rodentia,Ctenodactylidae,Felovia,Felovia vae,G2,A1,3,2,G2,NA,0,1,G2,NA,0,1,G2,NA,0,1,49.5,501.8,15.53,1.280775288
2839,Mzab Gundi,Rodentia,Ctenodactylidae,Massoutiera,Massoutiera mzabi,G2,A1,3,2,G2,NA,0,1,G2,D1,1,2,F3,NA,0,1,2.61,49.95,25.82,2.425454278
2840,Speke's Gundi,Rodentia,Ctenodactylidae,Pectinator,Pectinator spekei,D2,A1,3,2,D2,A1,4,3,F1,A1,2,2,F1,D2,2,2,28.05,383.98,10.04,1.667917292
2841,Anderson's Tuco-Tuco,Rodentia,Ctenomyidae,Ctenomys,Ctenomys andersoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2842,Argentine Tuco-Tuco,Rodentia,Ctenomyidae,Ctenomys,Ctenomys argentinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.69,1098.07,-26.43,-0.050123681
2843,Southern Tuco-Tuco,Rodentia,Ctenomyidae,Ctenomys,Ctenomys australis,F2,F1,3,3,F2,F1,4,2,F1,NA,0,1,1,NA,0,1,61.85,690.05,-38.26,0.872952643
2844,Azara's Tuco-Tuco,Rodentia,Ctenomyidae,Ctenomys,Ctenomys azarae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,502.44,-37.44,1.400918861
2845,Berg's Tuco-Tuco,Rodentia,Ctenomyidae,Ctenomys,Ctenomys bergi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2846,Bolivian Tuco-Tuco,Rodentia,Ctenomyidae,Ctenomys,Ctenomys boliviensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.11,1283.12,-19.45,-0.434478524
2847,Bonetto's Tuco-Tuco,Rodentia,Ctenomyidae,Ctenomys,Ctenomys bonettoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.97,1110.39,-26.74,-0.081348674
2848,Brazilian Tuco-Tuco,Rodentia,Ctenomyidae,Ctenomys,Ctenomys brasiliensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2849,Budin's Tuco-Tuco,Rodentia,Ctenomyidae,Ctenomys,Ctenomys budini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850,Colburn's Tuco-Tuco,Rodentia,Ctenomyidae,Ctenomys,Ctenomys colburni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.88,309.4,-49.13,1.92828376
2851,Puntilla Tuco-Tuco,Rodentia,Ctenomyidae,Ctenomys,Ctenomys coludo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
